Topic,Text1,Text2,Similarity,Threshold,True Label,Predicted Label
5,ジョギングをする,ランニングする,0.7852624952793121,0.78,True,True
5,ジョギングをする,ジョギング,0.8062750995159149,0.78,True,True
5,ジョギングをする,朝のジョギング,0.8659259875615438,0.78,True,True
5,ジョギングをする,ランニング,0.8831734359264374,0.78,True,True
5,ジョギングをする,ジョギング,0.7821072439352671,0.78,True,True
5,ジョギングをする,ジョグ,0.838894118865331,0.78,True,True
5,ジョギングをする,軽いランニング,0.8320794105529785,0.78,True,True
5,ジョギングをする,ジョギングコースを走る,0.89886408050855,0.78,True,True
5,ジョギングをする,ラン,0.7751008371512095,0.78,True,False
5,ジョギングをする,筋トレをする,0.6965433160463969,0.78,False,False
5,ジョギングをする,ストレッチ,0.5858105222384135,0.78,False,False
5,ジョギングをする,自転車通勤,0.6357756654421488,0.78,False,False
5,ジョギングをする,水泳,0.6643384397029877,0.78,False,False
5,ジョギングをする,テニス,0.5966419875621796,0.78,False,False
5,ジョギングをする,朝食作り,0.6062996685504913,0.78,False,False
5,ジョギングをする,草むしり,0.6002717117468516,0.78,False,False
5,ジョギングをする,勉強,0.6031986971696218,0.78,False,False
5,ジョギングをする,メールチェック,0.6062621126572291,0.78,False,False
5,ジョギングをする,洗濯物を干す,0.5713822543621063,0.78,False,False
