Topic,Text1,Text2,Similarity,Threshold,True Label,Predicted Label
14,ゲームをする,オンラインゲーム,0.7339664300282797,0.7,True,True
14,ゲームをする,ゲーム,0.7535919745763143,0.7,True,True
14,ゲームをする,テレビゲーム,0.6868908156951269,0.7,True,False
14,ゲームをする,ゲーム三昧,0.8229527672131857,0.7,True,True
14,ゲームをする,PCゲーム,0.8157141109307607,0.7,True,True
14,ゲームをする,ゲーム,0.745968093474706,0.7,True,True
14,ゲームをする,ゲーム実況を見る,0.697650800148646,0.7,True,False
14,ゲームをする,オンラインゲーム,0.7131753712892532,0.7,True,True
14,ゲームをする,ゲーム配信,0.7387431661287943,0.7,True,True
14,ゲームをする,勉強,0.6506335387627283,0.7,False,False
14,ゲームをする,語り合う,0.5848981191714605,0.7,False,False
14,ゲームをする,お酒を飲む,0.6083384851614634,0.7,False,False
14,ゲームをする,飲み歩く,0.6706241766611735,0.7,False,False
14,ゲームをする,歌う,0.5812401821215948,0.7,False,False
14,ゲームをする,トレーニング,0.6223120639721552,0.7,False,False
14,ゲームをする,買い物,0.6143240630626678,0.7,False,False
14,ゲームをする,映画鑑賞,0.6399851044019064,0.7,False,False
14,ゲームをする,寝る,0.6921502848466238,0.7,False,False
14,ゲームをする,夜景を眺める,0.6280469248692194,0.7,False,False
