Topic,Text1,Text2,Similarity,Threshold,True Label,Predicted Label
10,歯磨き,歯を磨く,0.8155156970024109,0.8300000000000001,True,False
10,歯磨き,歯磨きタイム,0.838152011235555,0.8300000000000001,True,True
10,歯磨き,歯磨き粉で歯磨き,0.8495697776476542,0.8300000000000001,True,True
10,歯磨き,歯をみがく,0.894320011138916,0.8300000000000001,True,True
10,歯磨き,歯ブラシで歯磨き,0.8796790540218353,0.8300000000000001,True,True
10,歯磨き,歯磨きをする,0.7978440125783285,0.8300000000000001,True,False
10,歯磨き,歯を磨く時間,0.8097930749257406,0.8300000000000001,True,False
10,歯磨き,歯磨き,0.9204027851422628,0.8300000000000001,True,True
10,歯磨き,歯磨きをする,0.8486523528893789,0.8300000000000001,True,True
10,歯磨き,朝食を作る,0.6358693440755209,0.8300000000000001,False,False
10,歯磨き,ニュースを見る,0.6157736877600352,0.8300000000000001,False,False
10,歯磨き,二度寝,0.5605816841125488,0.8300000000000001,False,False
10,歯磨き,靴を履く,0.5644520223140717,0.8300000000000001,False,False
10,歯磨き,洗濯物を干す,0.6382750868797302,0.8300000000000001,False,False
10,歯磨き,朝食を食べる,0.5262350092331568,0.8300000000000001,False,False
10,歯磨き,水やり,0.6735131392876307,0.8300000000000001,False,False
10,歯磨き,仕事の準備,0.5764526277780533,0.8300000000000001,False,False
10,歯磨き,用を足す,0.7052510331074396,0.8300000000000001,False,False
10,歯磨き,コーヒーを飲む,0.6043930649757385,0.8300000000000001,False,False
