Topic,Text1,Text2,Similarity,Threshold,True Label,Predicted Label
9,映画鑑賞,映画を見る,0.8134197394053141,0.8600000000000001,True,False
9,映画鑑賞,映画,0.6995523969332377,0.8600000000000001,True,False
9,映画鑑賞,DVD鑑賞,0.7198185821374258,0.8600000000000001,True,False
9,映画鑑賞,映画,0.736981729666392,0.8600000000000001,True,False
9,映画鑑賞,映画タイム,0.7988107005755106,0.8600000000000001,True,False
9,映画鑑賞,ホームシアター,0.6537551234165827,0.8600000000000001,True,False
9,映画鑑賞,映画三昧,0.7324071625868479,0.8600000000000001,True,False
9,映画鑑賞,好きな映画を見る,0.9296730359395345,0.8600000000000001,True,True
9,映画鑑賞,映画鑑賞会,0.7286670903364817,0.8600000000000001,True,False
9,映画鑑賞,読書,0.7140158216158549,0.8600000000000001,False,False
9,映画鑑賞,おしゃべり,0.5698271095752716,0.8600000000000001,False,False
9,映画鑑賞,飲み会,0.5198689500490824,0.8600000000000001,False,False
9,映画鑑賞,トレーニング,0.5755533973375956,0.8600000000000001,False,False
9,映画鑑賞,散歩,0.6376638561487198,0.8600000000000001,False,False
9,映画鑑賞,買い物,0.6380325754483541,0.8600000000000001,False,False
9,映画鑑賞,ゲーム,0.734668364127477,0.8600000000000001,False,False
9,映画鑑賞,勉強,0.6207228352626165,0.8600000000000001,False,False
9,映画鑑賞,夕食作り,0.5822194516658783,0.8600000000000001,False,False
9,映画鑑賞,睡眠,0.6977022637923559,0.8600000000000001,False,False
