Topic,Text1,Text2,Similarity,Threshold,True Label,Predicted Label
13,犬の散歩,愛犬の散歩,0.7525981068611145,0.78,True,False
13,犬の散歩,犬と遊ぶ,0.7573805352052053,0.78,True,False
13,犬の散歩,犬の散歩,0.7297187695900599,0.78,True,False
13,犬の散歩,ペットの散歩,0.8834712008635203,0.78,True,True
13,犬の散歩,愛犬と散歩,0.7342258294423422,0.78,True,False
13,犬の散歩,犬の散歩に行く,0.7277637074391047,0.78,True,False
13,犬の散歩,犬と走る,0.7338403960069021,0.78,True,False
13,犬の散歩,犬の散歩,0.7993813157081604,0.78,True,True
13,犬の散歩,愛犬散歩,0.9198968509833018,0.78,True,True
13,犬の散歩,読書,0.6278446912765503,0.78,False,False
13,犬の散歩,お茶をする,0.5163325667381287,0.78,False,False
13,犬の散歩,映画鑑賞,0.5732165227333704,0.78,False,False
13,犬の散歩,買い物,0.6881515135367712,0.78,False,False
13,犬の散歩,ゲーム,0.5546260476112366,0.78,False,False
13,犬の散歩,トレーニング,0.5734630773464838,0.78,False,False
13,犬の散歩,カット,0.5491800357898077,0.78,False,False
13,犬の散歩,料理,0.5742661307255427,0.78,False,False
13,犬の散歩,昼寝,0.5726398179928461,0.78,False,False
13,犬の散歩,待ち合わせ,0.6012002825737,0.78,False,False
