Topic,Text1,Text2,Similarity,Threshold,True Label,Predicted Label
2,ギターを練習する,ギターの練習をする,0.8390560646851858,0.77,True,True
2,ギターを練習する,ギターを弾いて練習,0.8297135829925537,0.77,True,True
2,ギターを練習する,ギターの練習時間,0.7658089796702067,0.77,True,False
2,ギターを練習する,ギター練習,0.92020117243131,0.77,True,True
2,ギターを練習する,ギターレッスン,0.7574591835339864,0.77,True,False
2,ギターを練習する,ギターを弾く練習,0.8465908169746399,0.77,True,True
2,ギターを練習する,ギターの自主練,0.784690131743749,0.77,True,True
2,ギターを練習する,ギター,0.7785780231157938,0.77,True,True
2,ギターを練習する,楽器練習(ギター),0.7886689603328705,0.77,True,True
2,ギターを練習する,ドラムを練習する,0.7242285311222076,0.77,False,False
2,ギターを練習する,筋トレをする,0.5845315804084142,0.77,False,False
2,ギターを練習する,雑談する,0.5907442718744278,0.77,False,False
2,ギターを練習する,ジョギングする,0.5700439214706421,0.77,False,False
2,ギターを練習する,テレビを見る,0.5600281755129496,0.77,False,False
2,ギターを練習する,飲み会をする,0.5046990811824799,0.77,False,False
2,ギターを練習する,資格の勉強,0.6861327787240347,0.77,False,False
2,ギターを練習する,夕食を作る,0.5877179900805155,0.77,False,False
2,ギターを練習する,パソコン作業,0.644069974621137,0.77,False,False
2,ギターを練習する,入浴する,0.5754965245723724,0.77,False,False
