Topic,Text1,Text2,Similarity,Threshold,True Label,Predicted Label
4,パン作りをする,パンを焼く,0.7471513450145721,0.9100000000000001,True,False
4,パン作りをする,パンを作る,0.7841796527306238,0.9100000000000001,True,False
4,パン作りをする,パン作り,0.7659773826599121,0.9100000000000001,True,False
4,パン作りをする,パンを焼くこと,0.8165670335292816,0.9100000000000001,True,False
4,パン作りをする,自家製パン作り,0.8957903583844503,0.9100000000000001,True,False
4,パン作りをする,パン生地をこねる,0.7071239451567332,0.9100000000000001,True,False
4,パン作りをする,手作りパン,0.9622177084287008,0.9100000000000001,True,True
4,パン作りをする,パン焼き,0.7233160138130188,0.9100000000000001,True,False
4,パン作りをする,パン作りに挑戦,0.7399156540632248,0.9100000000000001,True,False
4,パン作りをする,パンを食べる,0.6324566801389059,0.9100000000000001,False,False
4,パン作りをする,コーヒーを飲む,0.6168790757656097,0.9100000000000001,False,False
4,パン作りをする,食材を買う,0.5891842742760977,0.9100000000000001,False,False
4,パン作りをする,散歩する,0.5699572712182999,0.9100000000000001,False,False
4,パン作りをする,トレーニング,0.5939715405305227,0.9100000000000001,False,False
4,パン作りをする,読書をする,0.6132909456888834,0.9100000000000001,False,False
4,パン作りをする,園芸をする,0.618024984995524,0.9100000000000001,False,False
4,パン作りをする,テレビを見る,0.5443119804064432,0.9100000000000001,False,False
4,パン作りをする,ドライブする,0.6393128633499146,0.9100000000000001,False,False
4,パン作りをする,仕事をする,0.6067635715007782,0.9100000000000001,False,False
